Id,SalePrice
829,187323.29842931937
616,163661.02112676058
776,195762.30084745763
33,164841.4814814815
809,163099.54269972452
1171,133828.62717770034
168,197027.13235294117
378,303416.3619047619
606,133828.62717770034
1062,163099.54269972452
519,246014.8987341772
643,164841.4814814815
693,124381.70207852194
481,303416.3619047619
468,254672.12931034484
1373,325202.7126436782
333,187323.29842931937
1424,133828.62717770034
1148,187323.29842931937
760,129285.08757637475
211,133828.62717770034
617,133805.48920863308
91,133828.62717770034
654,303416.3619047619
24,133805.48920863308
1457,246014.8987341772
1077,133805.48920863308
598,164841.4814814815
678,296051.54822335026
290,273968.29834254144
1258,187323.29842931937
570,163099.54269972452
270,296051.54822335026
997,163661.02112676058
557,116688.94623655915
1145,160688.96594427244
970,116688.94623655915
1185,123255.39800995025
685,246014.8987341772
680,129285.08757637475
149,121965.54626865672
785,151307.2292682927
94,177393.5768321513
1263,167524.25441696114
70,246014.8987341772
609,133805.48920863308
40,151307.2292682927
267,160688.96594427244
439,124381.70207852194
286,172841.8962264151
100,171448.27415143602
758,195762.30084745763
1226,172841.8962264151
1318,261466.6813186813
593,129285.08757637475
1321,116688.94623655915
1361,195762.30084745763
437,123255.39800995025
556,133805.48920863308
1337,116688.94623655915
1114,123255.39800995025
53,309364.14285714284
1003,163099.54269972452
787,246014.8987341772
453,251496.05357142858
1360,163099.54269972452
568,303416.3619047619
414,246014.8987341772
462,123255.39800995025
542,195762.30084745763
635,167524.25441696114
1349,289092.8541666667
520,116688.94623655915
876,133828.62717770034
372,129285.08757637475
